FeederLogID,LineID,OrderID,FeederSlotNo,ComponentPartNumber,ReelLotNo,LoadedTimestamp,ComponentsLoadedQty,ComponentsConsumedQty,ComponentsRemainingQty,LoadedByOperatorID
FLOG-000990,LINE-A,ORD-1404-0093,30,CAP-0603-1uF,LOT-383385,1404/12/11 08:00:00,10000,73,9927,EMP-002
FLOG-000991,LINE-A,ORD-1404-0093,15,RES-0402-4K7,LOT-189963,1404/12/11 08:00:00,5000,74,4926,EMP-002
FLOG-000992,LINE-A,ORD-1404-0093,18,CAP-0603-10uF,LOT-702837,1404/12/11 08:00:00,4000,75,3925,EMP-002
FLOG-000993,LINE-A,ORD-1404-0093,59,RES-0402-4K7,LOT-382454,1404/12/11 08:00:00,2500,73,2427,EMP-002
FLOG-000994,LINE-A,ORD-1404-0093,36,RES-0402-22R,LOT-665140,1404/12/11 08:00:00,4000,72,3928,EMP-002
FLOG-000995,LINE-A,ORD-1404-0093,31,CONN-USB-C,LOT-451360,1404/12/11 08:00:00,10000,72,9928,EMP-002
FLOG-000996,LINE-B,ORD-1404-0094,54,CAP-0603-22pF,LOT-671119,1404/12/13 11:47:00,4000,13,3987,EMP-010
FLOG-000997,LINE-B,ORD-1404-0094,58,DIO-LED-0603-RED,LOT-937892,1404/12/13 11:47:00,10000,13,9987,EMP-010
FLOG-000998,LINE-B,ORD-1404-0094,42,DIO-1N4148,LOT-428697,1404/12/13 11:47:00,4000,14,3986,EMP-010
FLOG-000999,LINE-B,ORD-1404-0094,7,CAP-0603-1uF,LOT-975882,1404/12/13 11:47:00,5000,13,4987,EMP-010
FLOG-001000,LINE-B,ORD-1404-0094,49,IC-SOIC-MCU-ATMEGA328,LOT-693419,1404/12/13 11:47:00,5000,14,4986,EMP-010
FLOG-001001,LINE-B,ORD-1404-0094,50,CAP-0603-1uF,LOT-916615,1404/12/13 11:47:00,10000,13,9987,EMP-010
FLOG-001002,LINE-B,ORD-1404-0094,31,CONN-HDR-4P,LOT-161248,1404/12/13 11:47:00,10000,13,9987,EMP-010
FLOG-001003,LINE-A,ORD-1404-0095,47,DIO-LED-0603-GRN,LOT-490703,1404/12/13 07:48:00,10000,80,9920,EMP-003
FLOG-001004,LINE-A,ORD-1404-0095,48,DIO-LED-0603-RED,LOT-530250,1404/12/13 07:48:00,4000,77,3923,EMP-003
FLOG-001005,LINE-A,ORD-1404-0095,23,CAP-0603-10uF,LOT-115222,1404/12/13 07:48:00,5000,76,4924,EMP-003
FLOG-001006,LINE-A,ORD-1404-0095,22,CAP-0603-10uF,LOT-552014,1404/12/13 07:48:00,2500,85,2415,EMP-003
FLOG-001007,LINE-A,ORD-1404-0095,20,DIO-LED-0603-GRN,LOT-560467,1404/12/13 07:48:00,4000,86,3914,EMP-003
FLOG-001008,LINE-A,ORD-1404-0095,34,CAP-0603-10uF,LOT-503665,1404/12/13 07:48:00,4000,83,3917,EMP-003
FLOG-001009,LINE-A,ORD-1404-0095,55,RES-0402-100K,LOT-826928,1404/12/13 07:48:00,5000,86,4914,EMP-003
FLOG-001010,LINE-A,ORD-1404-0095,14,CAP-0603-100nF,LOT-187287,1404/12/13 07:48:00,4000,80,3920,EMP-003
FLOG-001011,LINE-A,ORD-1404-0095,42,IC-SOIC-EEPROM-24C02,LOT-334138,1404/12/13 07:48:00,10000,85,9915,EMP-003
FLOG-001012,LINE-A,ORD-1404-0095,21,CAP-0603-100nF,LOT-198571,1404/12/13 07:48:00,2500,78,2422,EMP-003
FLOG-001013,LINE-A,ORD-1404-0095,11,IC-BGA-PMIC-MULTI,LOT-803645,1404/12/13 07:48:00,5000,83,4917,EMP-003
FLOG-001014,LINE-A,ORD-1404-0095,56,RES-0402-1K,LOT-653632,1404/12/13 07:48:00,10000,79,9921,EMP-003
FLOG-001015,LINE-A,ORD-1404-0095,31,RES-0201-1K,LOT-112949,1404/12/13 07:48:00,5000,85,4915,EMP-003
FLOG-001016,LINE-A,ORD-1404-0096,13,CAP-0603-1uF,LOT-110446,1404/12/12 11:49:00,4000,140,3860,EMP-004
FLOG-001017,LINE-A,ORD-1404-0096,18,RES-0201-1K,LOT-522219,1404/12/12 11:49:00,10000,143,9857,EMP-004
FLOG-001018,LINE-A,ORD-1404-0096,56,IC-SOIC-MCU-ATMEGA328,LOT-426358,1404/12/12 11:49:00,2500,141,2359,EMP-004
FLOG-001019,LINE-A,ORD-1404-0096,11,RES-0402-10K,LOT-594555,1404/12/12 11:49:00,10000,144,9856,EMP-004
FLOG-001020,LINE-A,ORD-1404-0096,35,IC-SOIC-MCU-ATMEGA328,LOT-550873,1404/12/12 11:49:00,5000,143,4857,EMP-004
FLOG-001021,LINE-A,ORD-1404-0096,51,CAP-0603-4.7uF,LOT-187381,1404/12/12 11:49:00,4000,133,3867,EMP-004
FLOG-001022,LINE-A,ORD-1404-0096,1,IC-SOIC-PMIC-BUCK1A,LOT-555991,1404/12/12 11:49:00,2500,142,2358,EMP-004
FLOG-001023,LINE-A,ORD-1404-0096,12,CAP-0201-100nF,LOT-289814,1404/12/12 11:49:00,2500,140,2360,EMP-004
FLOG-001024,LINE-A,ORD-1404-0096,38,RES-0402-1K,LOT-466298,1404/12/12 11:49:00,2500,143,2357,EMP-004
FLOG-001025,LINE-A,ORD-1404-0096,34,RES-0402-1K,LOT-833825,1404/12/12 11:49:00,10000,133,9867,EMP-004
FLOG-001026,LINE-A,ORD-1404-0096,55,DIO-SS14,LOT-536883,1404/12/12 11:49:00,5000,143,4857,EMP-004
FLOG-001027,LINE-A,ORD-1404-0096,2,CONN-HDR-2P,LOT-837557,1404/12/12 11:49:00,2500,138,2362,EMP-004
FLOG-001028,LINE-B,ORD-1404-0097,10,CAP-0201-100nF,LOT-790377,1404/12/14 09:57:00,2500,10,2490,EMP-008
FLOG-001029,LINE-B,ORD-1404-0097,30,IC-SOIC-MCU-ATMEGA328,LOT-164348,1404/12/14 09:57:00,10000,11,9989,EMP-008
FLOG-001030,LINE-B,ORD-1404-0097,45,CAP-0603-100nF,LOT-354514,1404/12/14 09:57:00,4000,11,3989,EMP-008
FLOG-001031,LINE-B,ORD-1404-0097,5,IC-SOIC-TXRX-RS485,LOT-688441,1404/12/14 09:57:00,5000,11,4989,EMP-008
FLOG-001032,LINE-B,ORD-1404-0097,29,CAP-0201-10pF,LOT-793377,1404/12/14 09:57:00,10000,10,9990,EMP-008
FLOG-001033,LINE-B,ORD-1404-0097,19,IC-SOIC-MCU-ATMEGA328,LOT-327492,1404/12/14 09:57:00,10000,11,9989,EMP-008
FLOG-001034,LINE-B,ORD-1404-0097,42,IC-SOIC-EEPROM-24C02,LOT-980332,1404/12/14 09:57:00,2500,10,2490,EMP-008
FLOG-001035,LINE-B,ORD-1404-0097,1,RES-0402-100K,LOT-406663,1404/12/14 09:57:00,5000,10,4990,EMP-008
FLOG-001036,LINE-B,ORD-1404-0097,43,CAP-0603-4.7uF,LOT-255703,1404/12/14 09:57:00,5000,10,4990,EMP-008
FLOG-001037,LINE-B,ORD-1404-0097,51,CAP-0603-1uF,LOT-267996,1404/12/14 09:57:00,5000,11,4989,EMP-008
FLOG-001038,LINE-B,ORD-1404-0097,32,DIO-LED-0603-GRN,LOT-160132,1404/12/14 09:57:00,4000,11,3989,EMP-008
FLOG-001039,LINE-B,ORD-1404-0097,13,RES-0402-22R,LOT-911244,1404/12/14 09:57:00,5000,10,4990,EMP-008
FLOG-001040,LINE-B,ORD-1404-0097,14,IC-SOIC-EEPROM-24C02,LOT-650254,1404/12/14 09:57:00,4000,11,3989,EMP-008
FLOG-001041,LINE-B,ORD-1404-0097,44,CAP-0603-100pF,LOT-824465,1404/12/14 09:57:00,10000,10,9990,EMP-008
FLOG-001042,LINE-A,ORD-1404-0098,44,IC-SOIC-MCU-STM32F1,LOT-154860,1404/12/12 13:26:00,10000,170,9830,EMP-004
FLOG-001043,LINE-A,ORD-1404-0098,38,DIO-LED-0603-RED,LOT-627446,1404/12/12 13:26:00,4000,167,3833,EMP-004
FLOG-001044,LINE-A,ORD-1404-0098,21,RES-0402-10R,LOT-246693,1404/12/12 13:26:00,5000,174,4826,EMP-004
FLOG-001045,LINE-A,ORD-1404-0098,45,IC-SOIC-MCU-STM32F1,LOT-902376,1404/12/12 13:26:00,2500,164,2336,EMP-004
FLOG-001046,LINE-A,ORD-1404-0098,2,DIO-1N4148,LOT-841953,1404/12/12 13:26:00,4000,172,3828,EMP-004
FLOG-001047,LINE-A,ORD-1404-0098,58,RES-0402-100K,LOT-188349,1404/12/12 13:26:00,2500,166,2334,EMP-004
FLOG-001048,LINE-A,ORD-1404-0098,56,RES-0402-100R,LOT-834263,1404/12/12 13:26:00,5000,157,4843,EMP-004
FLOG-001049,LINE-A,ORD-1404-0098,50,CAP-0603-100nF,LOT-551521,1404/12/12 13:26:00,10000,153,9847,EMP-004
FLOG-001050,LINE-A,ORD-1404-0098,19,RES-0402-4K7,LOT-863800,1404/12/12 13:26:00,5000,171,4829,EMP-004
FLOG-001051,LINE-A,ORD-1404-0098,7,RES-0201-47K,LOT-248424,1404/12/12 13:26:00,10000,158,9842,EMP-004
FLOG-001052,LINE-A,ORD-1404-0098,17,CAP-0201-10pF,LOT-256804,1404/12/12 13:26:00,10000,174,9826,EMP-004
FLOG-001053,LINE-A,ORD-1404-0098,9,RES-0402-1K,LOT-526117,1404/12/12 13:26:00,5000,164,4836,EMP-004
FLOG-001054,LINE-A,ORD-1404-0098,41,RES-0201-100K,LOT-657837,1404/12/12 13:26:00,4000,165,3835,EMP-004
FLOG-001055,LINE-A,ORD-1404-0098,14,CAP-0603-1uF,LOT-826306,1404/12/12 13:26:00,10000,173,9827,EMP-004
FLOG-001056,LINE-A,ORD-1404-0098,54,RES-0402-22R,LOT-472183,1404/12/12 13:26:00,4000,170,3830,EMP-004
FLOG-001057,LINE-B,ORD-1404-0099,2,DIO-LED-0603-RED,LOT-848831,1404/12/14 13:15:00,4000,38,3962,EMP-009
FLOG-001058,LINE-B,ORD-1404-0099,41,RES-0201-10K,LOT-795890,1404/12/14 13:15:00,4000,42,3958,EMP-009
FLOG-001059,LINE-B,ORD-1404-0099,16,IC-SOIC-MCU-STM32F1,LOT-530424,1404/12/14 13:15:00,10000,38,9962,EMP-009
FLOG-001060,LINE-B,ORD-1404-0099,22,DIO-1N4148,LOT-438881,1404/12/14 13:15:00,4000,39,3961,EMP-009
FLOG-001061,LINE-B,ORD-1404-0099,28,IC-SOIC-TXRX-RS485,LOT-583324,1404/12/14 13:15:00,4000,41,3959,EMP-009
FLOG-001062,LINE-B,ORD-1404-0099,38,CAP-0201-10pF,LOT-703355,1404/12/14 13:15:00,2500,42,2458,EMP-009
FLOG-001063,LINE-B,ORD-1404-0099,19,RES-0402-100K,LOT-674108,1404/12/14 13:15:00,10000,39,9961,EMP-009
FLOG-001064,LINE-B,ORD-1404-0099,7,RES-0201-1K,LOT-358930,1404/12/14 13:15:00,10000,38,9962,EMP-009
FLOG-001065,LINE-A,ORD-1404-0100,55,RES-0402-10K,LOT-653397,1404/12/14 08:04:00,4000,24,3976,EMP-002
FLOG-001066,LINE-A,ORD-1404-0100,54,RES-0402-100K,LOT-298581,1404/12/14 08:04:00,10000,23,9977,EMP-002
FLOG-001067,LINE-A,ORD-1404-0100,43,RES-0201-100K,LOT-400320,1404/12/14 08:04:00,2500,22,2478,EMP-002
FLOG-001068,LINE-A,ORD-1404-0100,5,DIO-LED-0603-RED,LOT-110829,1404/12/14 08:04:00,10000,23,9977,EMP-002
FLOG-001069,LINE-A,ORD-1404-0100,37,CAP-0603-1uF,LOT-268970,1404/12/14 08:04:00,10000,22,9978,EMP-002
FLOG-001070,LINE-A,ORD-1404-0100,52,CAP-0201-100nF,LOT-634859,1404/12/14 08:04:00,10000,22,9978,EMP-002
FLOG-001071,LINE-A,ORD-1404-0100,22,RES-0402-10R,LOT-471898,1404/12/14 08:04:00,5000,22,4978,EMP-002
FLOG-001072,LINE-A,ORD-1404-0100,47,CAP-0201-100nF,LOT-788570,1404/12/14 08:04:00,4000,23,3977,EMP-002
FLOG-001073,LINE-A,ORD-1404-0100,36,RES-0402-1K,LOT-660668,1404/12/14 08:04:00,2500,23,2477,EMP-002
FLOG-001074,LINE-A,ORD-1404-0100,18,CAP-0603-100nF,LOT-951482,1404/12/14 08:04:00,2500,23,2477,EMP-002
FLOG-001075,LINE-B,ORD-1404-0101,56,DIO-LED-0603-RED,LOT-152474,1404/12/16 07:00:00,2500,57,2443,EMP-006
FLOG-001076,LINE-B,ORD-1404-0101,60,DIO-1N4148,LOT-360423,1404/12/16 07:00:00,4000,53,3947,EMP-006
FLOG-001077,LINE-B,ORD-1404-0101,14,DIO-LED-0603-GRN,LOT-596800,1404/12/16 07:00:00,2500,51,2449,EMP-006
FLOG-001078,LINE-B,ORD-1404-0101,15,IC-SOIC-PMIC-BUCK1A,LOT-780700,1404/12/16 07:00:00,5000,56,4944,EMP-006
FLOG-001079,LINE-B,ORD-1404-0101,27,RES-0402-22R,LOT-503323,1404/12/16 07:00:00,10000,54,9946,EMP-006
FLOG-001080,LINE-B,ORD-1404-0101,22,RES-0402-330R,LOT-260772,1404/12/16 07:00:00,5000,53,4947,EMP-006
FLOG-001081,LINE-B,ORD-1404-0101,13,IC-SOIC-PMIC-BUCK1A,LOT-724143,1404/12/16 07:00:00,2500,51,2449,EMP-006
FLOG-001082,LINE-B,ORD-1404-0101,47,DIO-LED-0603-RED,LOT-292287,1404/12/16 07:00:00,5000,54,4946,EMP-006
FLOG-001083,LINE-B,ORD-1404-0101,17,CAP-0603-100nF,LOT-507544,1404/12/16 07:00:00,10000,58,9942,EMP-006
FLOG-001084,LINE-B,ORD-1404-0101,52,CAP-0603-22pF,LOT-407534,1404/12/16 07:00:00,2500,56,2444,EMP-006
FLOG-001085,LINE-B,ORD-1404-0101,35,RES-0402-1K,LOT-827836,1404/12/16 07:00:00,5000,51,4949,EMP-006
FLOG-001086,LINE-B,ORD-1404-0101,8,IC-BGA-DDR3-2G,LOT-836658,1404/12/16 07:00:00,2500,52,2448,EMP-006
FLOG-001087,LINE-B,ORD-1404-0101,37,CONN-HDR-4P,LOT-495032,1404/12/16 07:00:00,10000,51,9949,EMP-006
FLOG-001088,LINE-A,ORD-1404-0102,45,RES-0201-100K,LOT-407898,1404/12/17 13:02:00,4000,12,3988,EMP-004
FLOG-001089,LINE-A,ORD-1404-0102,49,CAP-0603-100pF,LOT-428557,1404/12/17 13:02:00,4000,13,3987,EMP-004
FLOG-001090,LINE-A,ORD-1404-0102,30,DIO-SS14,LOT-485100,1404/12/17 13:02:00,10000,12,9988,EMP-004
FLOG-001091,LINE-A,ORD-1404-0102,40,RES-0201-10K,LOT-745789,1404/12/17 13:02:00,4000,12,3988,EMP-004
FLOG-001092,LINE-A,ORD-1404-0102,6,CAP-0603-100nF,LOT-613243,1404/12/17 13:02:00,5000,13,4987,EMP-004
FLOG-001093,LINE-A,ORD-1404-0102,39,RES-0402-4K7,LOT-611861,1404/12/17 13:02:00,5000,13,4987,EMP-004
FLOG-001094,LINE-A,ORD-1404-0102,26,CAP-0603-22pF,LOT-976606,1404/12/17 13:02:00,10000,13,9987,EMP-004
FLOG-001095,LINE-A,ORD-1404-0102,53,RES-0402-10R,LOT-758978,1404/12/17 13:02:00,4000,12,3988,EMP-004
FLOG-001096,LINE-A,ORD-1404-0102,8,RES-0402-100R,LOT-822227,1404/12/17 13:02:00,2500,12,2488,EMP-004
FLOG-001097,LINE-A,ORD-1404-0102,60,CONN-HDR-4P,LOT-129107,1404/12/17 13:02:00,5000,13,4987,EMP-004
FLOG-001098,LINE-B,ORD-1404-0103,10,CAP-0603-100nF,LOT-680727,1404/12/19 13:15:00,10000,128,9872,EMP-007
FLOG-001099,LINE-B,ORD-1404-0103,39,CAP-0603-1uF,LOT-968386,1404/12/19 13:15:00,5000,138,4862,EMP-007
FLOG-001100,LINE-B,ORD-1404-0103,40,RES-0402-10R,LOT-574897,1404/12/19 13:15:00,2500,133,2367,EMP-007
FLOG-001101,LINE-B,ORD-1404-0103,34,IC-SOIC-MCU-STM32F1,LOT-911212,1404/12/19 13:15:00,5000,135,4865,EMP-007
FLOG-001102,LINE-B,ORD-1404-0103,53,IC-SOIC-EEPROM-24C02,LOT-367379,1404/12/19 13:15:00,4000,135,3865,EMP-007
FLOG-001103,LINE-B,ORD-1404-0103,59,RES-0201-1K,LOT-573684,1404/12/19 13:15:00,5000,140,4860,EMP-007
FLOG-001104,LINE-B,ORD-1404-0103,14,RES-0201-100K,LOT-196680,1404/12/19 13:15:00,2500,137,2363,EMP-007
FLOG-001105,LINE-B,ORD-1404-0103,30,CAP-0603-100nF,LOT-521977,1404/12/19 13:15:00,5000,131,4869,EMP-007
FLOG-001106,LINE-B,ORD-1404-0103,31,CAP-0201-100nF,LOT-914456,1404/12/19 13:15:00,2500,141,2359,EMP-007
FLOG-001107,LINE-B,ORD-1404-0103,24,RES-0402-330R,LOT-823612,1404/12/19 13:15:00,4000,138,3862,EMP-007
FLOG-001108,LINE-B,ORD-1404-0103,41,RES-0402-100K,LOT-427236,1404/12/19 13:15:00,5000,142,4858,EMP-007
FLOG-001109,LINE-B,ORD-1404-0103,43,CONN-HDR-4P,LOT-629533,1404/12/19 13:15:00,10000,140,9860,EMP-007
FLOG-001110,LINE-B,ORD-1404-0104,20,RES-0402-1K,LOT-676189,1404/12/18 08:43:00,2500,82,2418,EMP-010
FLOG-001111,LINE-B,ORD-1404-0104,18,RES-0402-330R,LOT-689940,1404/12/18 08:43:00,2500,86,2414,EMP-010
FLOG-001112,LINE-B,ORD-1404-0104,30,RES-0201-10K,LOT-868361,1404/12/18 08:43:00,10000,80,9920,EMP-010
FLOG-001113,LINE-B,ORD-1404-0104,41,IC-SOIC-MCU-STM32F1,LOT-954518,1404/12/18 08:43:00,4000,81,3919,EMP-010
FLOG-001114,LINE-B,ORD-1404-0104,6,RES-0402-330R,LOT-489753,1404/12/18 08:43:00,2500,81,2419,EMP-010
FLOG-001115,LINE-B,ORD-1404-0104,19,CAP-0603-10uF,LOT-996805,1404/12/18 08:43:00,2500,88,2412,EMP-010
FLOG-001116,LINE-B,ORD-1404-0104,37,CONN-HDR-4P,LOT-724713,1404/12/18 08:43:00,4000,88,3912,EMP-010
FLOG-001117,LINE-B,ORD-1404-0105,7,DIO-LED-0603-RED,LOT-925670,1404/12/16 11:14:00,2500,21,2479,EMP-006
FLOG-001118,LINE-B,ORD-1404-0105,11,RES-0402-1K,LOT-333114,1404/12/16 11:14:00,10000,23,9977,EMP-006
FLOG-001119,LINE-B,ORD-1404-0105,8,CAP-0603-22pF,LOT-506687,1404/12/16 11:14:00,2500,22,2478,EMP-006
FLOG-001120,LINE-B,ORD-1404-0105,3,CAP-0201-10pF,LOT-728440,1404/12/16 11:14:00,4000,22,3978,EMP-006
FLOG-001121,LINE-B,ORD-1404-0105,15,CAP-0603-4.7uF,LOT-407493,1404/12/16 11:14:00,5000,21,4979,EMP-006
FLOG-001122,LINE-B,ORD-1404-0105,27,RES-0201-1K,LOT-846075,1404/12/16 11:14:00,5000,23,4977,EMP-006
FLOG-001123,LINE-B,ORD-1404-0105,39,RES-0402-4K7,LOT-847087,1404/12/16 11:14:00,4000,21,3979,EMP-006
FLOG-001124,LINE-B,ORD-1404-0105,47,RES-0402-330R,LOT-692792,1404/12/16 11:14:00,10000,21,9979,EMP-006
FLOG-001125,LINE-B,ORD-1404-0105,36,RES-0402-1K,LOT-664328,1404/12/16 11:14:00,5000,21,4979,EMP-006
FLOG-001126,LINE-B,ORD-1404-0105,51,IC-SOIC-OPAMP-DUAL,LOT-775917,1404/12/16 11:14:00,2500,22,2478,EMP-006
FLOG-001127,LINE-B,ORD-1404-0105,35,CONN-TERM-BLOCK-3P,LOT-156527,1404/12/16 11:14:00,5000,21,4979,EMP-006
FLOG-001128,LINE-A,ORD-1404-0106,20,DIO-SS14,LOT-154867,1404/12/17 12:21:00,10000,15,9985,EMP-004
FLOG-001129,LINE-A,ORD-1404-0106,49,RES-0201-1K,LOT-197407,1404/12/17 12:21:00,10000,16,9984,EMP-004
FLOG-001130,LINE-A,ORD-1404-0106,60,CAP-0201-100nF,LOT-341589,1404/12/17 12:21:00,10000,15,9985,EMP-004
FLOG-001131,LINE-A,ORD-1404-0106,35,RES-0402-22R,LOT-767236,1404/12/17 12:21:00,5000,16,4984,EMP-004
FLOG-001132,LINE-A,ORD-1404-0106,50,RES-0402-100K,LOT-975167,1404/12/17 12:21:00,4000,15,3985,EMP-004
FLOG-001133,LINE-A,ORD-1404-0106,23,IC-SOIC-TXRX-RS485,LOT-465991,1404/12/17 12:21:00,2500,16,2484,EMP-004
FLOG-001134,LINE-A,ORD-1404-0106,12,CAP-0603-4.7uF,LOT-110859,1404/12/17 12:21:00,4000,15,3985,EMP-004
FLOG-001135,LINE-A,ORD-1404-0106,45,CAP-0201-10pF,LOT-419745,1404/12/17 12:21:00,5000,15,4985,EMP-004
FLOG-001136,LINE-A,ORD-1404-0106,37,IC-SOIC-EEPROM-24C02,LOT-385497,1404/12/17 12:21:00,10000,17,9983,EMP-004
FLOG-001137,LINE-A,ORD-1404-0106,53,RES-0402-10K,LOT-898300,1404/12/17 12:21:00,4000,15,3985,EMP-004
FLOG-001138,LINE-A,ORD-1404-0106,1,CONN-USB-C,LOT-254331,1404/12/17 12:21:00,4000,15,3985,EMP-004
FLOG-001139,LINE-B,ORD-1404-0107,32,RES-0402-10R,LOT-768065,1404/12/17 12:37:00,5000,91,4909,EMP-010
FLOG-001140,LINE-B,ORD-1404-0107,48,RES-0402-100K,LOT-768966,1404/12/17 12:37:00,4000,89,3911,EMP-010
FLOG-001141,LINE-B,ORD-1404-0107,55,RES-0201-100K,LOT-415113,1404/12/17 12:37:00,10000,83,9917,EMP-010
FLOG-001142,LINE-B,ORD-1404-0107,34,CAP-0603-100pF,LOT-279686,1404/12/17 12:37:00,4000,81,3919,EMP-010
FLOG-001143,LINE-B,ORD-1404-0107,13,CAP-0603-100nF,LOT-335170,1404/12/17 12:37:00,2500,85,2415,EMP-010
FLOG-001144,LINE-B,ORD-1404-0107,2,IC-SOIC-MCU-STM32F1,LOT-550790,1404/12/17 12:37:00,5000,91,4909,EMP-010
FLOG-001145,LINE-B,ORD-1404-0107,10,CAP-0603-22pF,LOT-694448,1404/12/17 12:37:00,5000,87,4913,EMP-010
FLOG-001146,LINE-B,ORD-1404-0107,24,RES-0201-1K,LOT-551761,1404/12/17 12:37:00,10000,85,9915,EMP-010
FLOG-001147,LINE-B,ORD-1404-0107,60,RES-0402-22R,LOT-501340,1404/12/17 12:37:00,5000,90,4910,EMP-010
FLOG-001148,LINE-B,ORD-1404-0107,38,IC-SOIC-EEPROM-24C02,LOT-346220,1404/12/17 12:37:00,2500,92,2408,EMP-010
FLOG-001149,LINE-B,ORD-1404-0107,41,IC-SOIC-MCU-STM32F1,LOT-573721,1404/12/17 12:37:00,10000,85,9915,EMP-010
FLOG-001150,LINE-B,ORD-1404-0107,28,CONN-HDR-4P,LOT-550262,1404/12/17 12:37:00,2500,82,2418,EMP-010
FLOG-001151,LINE-B,ORD-1404-0108,23,RES-0402-1K,LOT-598244,1404/12/20 10:31:00,10000,35,9965,EMP-009
FLOG-001152,LINE-B,ORD-1404-0108,2,IC-SOIC-OPAMP-DUAL,LOT-757044,1404/12/20 10:31:00,4000,34,3966,EMP-009
FLOG-001153,LINE-B,ORD-1404-0108,45,RES-0201-1K,LOT-639979,1404/12/20 10:31:00,10000,35,9965,EMP-009
FLOG-001154,LINE-B,ORD-1404-0108,11,DIO-LED-0603-GRN,LOT-881255,1404/12/20 10:31:00,4000,37,3963,EMP-009
FLOG-001155,LINE-B,ORD-1404-0108,57,RES-0402-10R,LOT-924488,1404/12/20 10:31:00,2500,34,2466,EMP-009
FLOG-001156,LINE-B,ORD-1404-0108,25,RES-0201-47K,LOT-901158,1404/12/20 10:31:00,5000,34,4966,EMP-009
FLOG-001157,LINE-B,ORD-1404-0108,44,RES-0402-22R,LOT-636884,1404/12/20 10:31:00,10000,38,9962,EMP-009
FLOG-001158,LINE-B,ORD-1404-0108,21,RES-0402-330R,LOT-859901,1404/12/20 10:31:00,4000,38,3962,EMP-009
FLOG-001159,LINE-B,ORD-1404-0108,60,CAP-0603-1uF,LOT-995061,1404/12/20 10:31:00,4000,38,3962,EMP-009
FLOG-001160,LINE-B,ORD-1404-0108,54,DIO-LED-0603-RED,LOT-836190,1404/12/20 10:31:00,4000,36,3964,EMP-009
FLOG-001161,LINE-B,ORD-1404-0108,15,RES-0402-100R,LOT-959349,1404/12/20 10:31:00,2500,37,2463,EMP-009
FLOG-001162,LINE-B,ORD-1404-0108,12,CONN-TERM-BLOCK-3P,LOT-376758,1404/12/20 10:31:00,5000,37,4963,EMP-009
FLOG-001163,LINE-B,ORD-1404-0109,53,RES-0201-10K,LOT-291535,1404/12/20 10:46:00,2500,16,2484,EMP-006
FLOG-001164,LINE-B,ORD-1404-0109,48,DIO-SS14,LOT-299020,1404/12/20 10:46:00,10000,17,9983,EMP-006
FLOG-001165,LINE-B,ORD-1404-0109,42,RES-0201-1K,LOT-147085,1404/12/20 10:46:00,4000,17,3983,EMP-006
FLOG-001166,LINE-B,ORD-1404-0109,37,RES-0402-10R,LOT-383963,1404/12/20 10:46:00,2500,18,2482,EMP-006
FLOG-001167,LINE-B,ORD-1404-0109,31,RES-0402-10R,LOT-379218,1404/12/20 10:46:00,2500,17,2483,EMP-006
FLOG-001168,LINE-B,ORD-1404-0109,7,CAP-0603-22pF,LOT-208019,1404/12/20 10:46:00,4000,16,3984,EMP-006
FLOG-001169,LINE-B,ORD-1404-0109,49,CAP-0603-100nF,LOT-750363,1404/12/20 10:46:00,2500,16,2484,EMP-006
FLOG-001170,LINE-B,ORD-1404-0109,11,RES-0201-1K,LOT-700491,1404/12/20 10:46:00,4000,17,3983,EMP-006
FLOG-001171,LINE-B,ORD-1404-0109,52,RES-0402-100R,LOT-142939,1404/12/20 10:46:00,4000,16,3984,EMP-006
FLOG-001172,LINE-A,ORD-1404-0110,43,DIO-LED-0603-GRN,LOT-684487,1404/12/23 07:00:00,4000,35,3965,EMP-001
FLOG-001173,LINE-A,ORD-1404-0110,52,RES-0201-1K,LOT-877580,1404/12/23 07:00:00,4000,39,3961,EMP-001
FLOG-001174,LINE-A,ORD-1404-0110,23,IC-SOIC-OPAMP-DUAL,LOT-680527,1404/12/23 07:00:00,10000,37,9963,EMP-001
FLOG-001175,LINE-A,ORD-1404-0110,29,RES-0402-1K,LOT-238046,1404/12/23 07:00:00,2500,36,2464,EMP-001
FLOG-001176,LINE-A,ORD-1404-0110,6,RES-0201-1K,LOT-735384,1404/12/23 07:00:00,5000,35,4965,EMP-001
FLOG-001177,LINE-A,ORD-1404-0110,42,RES-0402-22R,LOT-958625,1404/12/23 07:00:00,5000,37,4963,EMP-001
FLOG-001178,LINE-A,ORD-1404-0110,16,CAP-0201-100nF,LOT-703815,1404/12/23 07:00:00,2500,39,2461,EMP-001
FLOG-001179,LINE-A,ORD-1404-0110,8,CAP-0201-10pF,LOT-101548,1404/12/23 07:00:00,10000,35,9965,EMP-001
FLOG-001180,LINE-A,ORD-1404-0110,47,CONN-HDR-2P,LOT-410360,1404/12/23 07:00:00,10000,39,9961,EMP-001
FLOG-001181,LINE-A,ORD-1404-0111,20,RES-0402-10R,LOT-673336,1404/12/20 11:35:00,2500,11,2489,EMP-001
FLOG-001182,LINE-A,ORD-1404-0111,35,RES-0402-100K,LOT-911884,1404/12/20 11:35:00,10000,11,9989,EMP-001
FLOG-001183,LINE-A,ORD-1404-0111,56,RES-0402-4K7,LOT-332985,1404/12/20 11:35:00,4000,11,3989,EMP-001
