ProjectLogID,OrderID,LineID,ProgramName,OperatorID,JobStartTimestamp,JobEndTimestamp,PlannedQty,ProducedGoodQty,ProducedRejectQty,TotalStoppageMinutes,Status
PLOG-00169,ORD-1405-0169,LINE-A,PRG_ORD-1405-0169,EMP-001,1405/01/24 11:07:00,1405/01/24 12:47:51,100,95,5,0,Completed
PLOG-00170,ORD-1405-0170,LINE-B,PRG_ORD-1405-0170,EMP-006,1405/01/25 08:30:00,1405/01/25 12:24:34,46,45,1,0,Completed
PLOG-00171,ORD-1405-0171,LINE-B,PRG_ORD-1405-0171,EMP-008,1405/01/22 13:38:00,1405/01/23 18:52:26,183,177,6,0,Completed
PLOG-00172,ORD-1405-0172,LINE-B,PRG_ORD-1405-0172,EMP-007,1405/01/25 14:06:00,1405/01/25 19:01:51,60,59,1,26,Completed
PLOG-00173,ORD-1405-0173,LINE-A,PRG_ORD-1405-0173,EMP-005,1405/01/23 14:26:00,1405/01/23 14:56:38,6,6,0,0,Completed
PLOG-00174,ORD-1405-0174,LINE-B,PRG_ORD-1405-0174,EMP-008,1405/01/25 14:25:00,1405/01/25 15:27:12,5,5,0,0,Completed
PLOG-00175,ORD-1405-0175,LINE-B,PRG_ORD-1405-0175,EMP-008,1405/01/26 13:18:00,1405/01/26 17:28:32,23,23,0,0,Completed
PLOG-00176,ORD-1405-0176,LINE-B,PRG_ORD-1405-0176,EMP-006,1405/01/27 10:27:00,1405/01/27 13:40:19,18,18,0,0,Completed
PLOG-00177,ORD-1405-0177,LINE-B,PRG_ORD-1405-0177,EMP-006,1405/01/26 07:26:00,1405/01/26 12:18:38,43,41,2,10,Completed
PLOG-00178,ORD-1405-0178,LINE-A,PRG_ORD-1405-0178,EMP-003,1405/01/27 14:43:00,1405/01/29 15:16:06,37,37,0,10,Completed
PLOG-00179,ORD-1405-0179,LINE-A,PRG_ORD-1405-0179,EMP-003,1405/01/26 13:33:00,1405/01/27 13:39:52,98,93,5,0,Completed
PLOG-00180,ORD-1405-0180,LINE-A,PRG_ORD-1405-0180,EMP-004,1405/01/26 14:59:00,1405/01/30 08:02:41,165,164,1,0,Completed
PLOG-00181,ORD-1405-0181,LINE-B,PRG_ORD-1405-0181,EMP-009,1405/01/26 11:42:00,1405/01/26 13:28:13,73,73,0,0,Completed
PLOG-00182,ORD-1405-0182,LINE-B,PRG_ORD-1405-0182,EMP-006,1405/01/29 08:47:00,1405/01/29 11:11:33,69,65,4,3,Completed
PLOG-00183,ORD-1405-0183,LINE-A,PRG_ORD-1405-0183,EMP-002,1405/01/29 14:18:00,1405/01/29 18:04:53,24,22,2,28,Completed
PLOG-00184,ORD-1405-0184,LINE-A,PRG_ORD-1405-0184,EMP-005,1405/01/30 14:57:00,1405/01/30 17:32:50,23,21,2,19,Completed
PLOG-00185,ORD-1405-0185,LINE-B,PRG_ORD-1405-0185,EMP-009,1405/02/01 12:52:00,1405/02/01 13:56:09,7,7,0,0,Completed
PLOG-00186,ORD-1405-0186,LINE-B,PRG_ORD-1405-0186,EMP-009,1405/02/01 10:12:00,1405/02/01 15:37:05,38,38,0,0,Completed
PLOG-00187,ORD-1405-0187,LINE-B,PRG_ORD-1405-0187,EMP-009,1405/01/29 12:43:00,1405/01/30 18:26:56,222,219,3,0,Completed
PLOG-00188,ORD-1405-0188,LINE-B,PRG_ORD-1405-0188,EMP-009,1405/02/02 07:27:00,1405/02/02 09:30:39,20,19,1,0,Completed
PLOG-00189,ORD-1405-0189,LINE-B,PRG_ORD-1405-0189,EMP-010,1405/02/02 14:54:00,1405/02/02 18:53:10,40,40,0,7,Completed
PLOG-00190,ORD-1405-0190,LINE-B,PRG_ORD-1405-0190,EMP-010,1405/02/03 08:27:00,1405/02/03 11:49:45,24,24,0,19,Completed
PLOG-00191,ORD-1405-0191,LINE-A,PRG_ORD-1405-0191,EMP-004,1405/02/03 11:56:00,1405/02/05 16:50:03,104,101,3,30,Completed
PLOG-00192,ORD-1405-0192,LINE-B,PRG_ORD-1405-0192,EMP-009,1405/02/02 07:06:00,1405/02/02 11:19:08,97,97,0,0,Completed
PLOG-00193,ORD-1405-0193,LINE-B,PRG_ORD-1405-0193,EMP-010,1405/02/03 07:27:00,1405/02/03 12:55:48,23,22,1,0,Completed
PLOG-00194,ORD-1405-0194,LINE-A,PRG_ORD-1405-0194,EMP-004,1405/02/05 07:00:00,1405/02/05 12:10:50,42,41,1,2,Completed
PLOG-00195,ORD-1405-0195,LINE-A,PRG_ORD-1405-0195,EMP-002,1405/02/05 07:00:00,1405/02/05 10:22:07,47,46,1,16,Completed
PLOG-00196,ORD-1405-0196,LINE-B,PRG_ORD-1405-0196,EMP-007,1405/02/05 07:00:00,1405/02/05 09:19:24,71,69,2,0,Completed
PLOG-00197,ORD-1405-0197,LINE-A,PRG_ORD-1405-0197,EMP-003,1405/02/06 12:59:00,1405/02/06 17:28:02,34,34,0,13,Completed
PLOG-00198,ORD-1405-0198,LINE-B,PRG_ORD-1405-0198,EMP-010,1405/02/05 07:00:00,1405/02/05 08:15:36,93,92,1,0,Completed
PLOG-00199,ORD-1405-0199,LINE-B,PRG_ORD-1405-0199,EMP-007,1405/02/05 07:53:00,1405/02/05 19:20:56,101,98,3,0,Completed
PLOG-00200,ORD-1405-0200,LINE-B,PRG_ORD-1405-0200,EMP-009,1405/02/05 07:00:00,1405/02/05 14:49:56,29,26,3,0,Completed
PLOG-00201,ORD-1405-0201,LINE-A,PRG_ORD-1405-0201,EMP-002,1405/02/05 09:19:00,1405/02/05 15:30:36,55,55,0,7,Completed
PLOG-00202,ORD-1405-0202,LINE-B,PRG_ORD-1405-0202,EMP-007,1405/02/06 12:36:00,1405/02/06 22:10:59,61,61,0,106,Completed
PLOG-00203,ORD-1405-0203,LINE-B,PRG_ORD-1405-0203,EMP-007,1405/02/09 10:28:00,1405/02/09 11:24:41,19,18,1,0,Completed
PLOG-00204,ORD-1405-0204,LINE-A,PRG_ORD-1405-0204,EMP-001,1405/02/09 14:05:00,1405/02/09 18:55:08,38,38,0,0,Completed
PLOG-00205,ORD-1405-0205,LINE-B,PRG_ORD-1405-0205,EMP-008,1405/02/08 11:42:00,1405/02/08 14:59:18,15,15,0,17,Completed
PLOG-00206,ORD-1405-0206,LINE-A,PRG_ORD-1405-0206,EMP-002,1405/02/09 10:45:00,1405/02/09 15:46:53,40,40,0,6,Completed
PLOG-00207,ORD-1405-0207,LINE-B,PRG_ORD-1405-0207,EMP-009,1405/02/10 11:15:00,1405/02/10 14:21:26,159,157,2,0,Completed
PLOG-00208,ORD-1405-0208,LINE-B,PRG_ORD-1405-0208,EMP-010,1405/02/10 11:14:00,1405/02/10 13:15:34,25,25,0,35,Completed
PLOG-00209,ORD-1405-0209,LINE-A,PRG_ORD-1405-0209,EMP-005,1405/02/12 07:00:00,1405/02/12 07:50:42,9,9,0,5,Completed
PLOG-00210,ORD-1405-0210,LINE-B,PRG_ORD-1405-0210,EMP-009,1405/02/12 07:00:00,1405/02/12 13:07:24,90,88,2,11,Completed
PLOG-00211,ORD-1405-0211,LINE-A,PRG_ORD-1405-0211,EMP-001,1405/02/10 08:01:00,1405/02/10 11:48:34,64,64,0,0,Completed
PLOG-00212,ORD-1405-0212,LINE-B,PRG_ORD-1405-0212,EMP-006,1405/02/10 13:51:00,1405/02/12 13:50:08,109,107,2,18,Completed
PLOG-00213,ORD-1405-0213,LINE-B,PRG_ORD-1405-0213,EMP-010,1405/02/10 13:47:00,1405/02/14 17:01:07,333,331,2,0,Completed
PLOG-00214,ORD-1405-0214,LINE-A,PRG_ORD-1405-0214,EMP-004,1405/02/12 07:00:00,1405/02/13 12:22:16,266,266,0,0,Completed
PLOG-00215,ORD-1405-0215,LINE-B,PRG_ORD-1405-0215,EMP-010,1405/02/10 10:24:00,1405/02/13 11:01:17,100,97,3,19,Completed
PLOG-00216,ORD-1405-0216,LINE-B,PRG_ORD-1405-0216,EMP-007,1405/02/12 07:00:00,1405/02/12 09:03:09,22,22,0,0,Completed
PLOG-00217,ORD-1405-0217,LINE-A,PRG_ORD-1405-0217,EMP-002,1405/02/13 07:01:00,1405/02/13 09:13:35,15,15,0,2,Completed
PLOG-00218,ORD-1405-0218,LINE-B,PRG_ORD-1405-0218,EMP-008,1405/02/15 13:54:00,1405/02/15 19:38:34,29,29,0,7,Completed
PLOG-00219,ORD-1405-0219,LINE-B,PRG_ORD-1405-0219,EMP-008,1405/02/15 10:25:00,1405/02/16 09:49:41,64,62,2,13,Completed
PLOG-00220,ORD-1405-0220,LINE-B,PRG_ORD-1405-0220,EMP-010,1405/02/15 14:42:00,1405/02/15 19:12:30,30,29,1,0,Completed
PLOG-00221,ORD-1405-0221,LINE-B,PRG_ORD-1405-0221,EMP-010,1405/02/16 12:48:00,1405/02/16 20:20:04,49,49,0,0,Completed
PLOG-00222,ORD-1405-0222,LINE-A,PRG_ORD-1405-0222,EMP-001,1405/02/15 11:07:00,1405/02/15 17:57:11,82,80,2,19,Completed
PLOG-00223,ORD-1405-0223,LINE-B,PRG_ORD-1405-0223,EMP-008,1405/02/14 13:55:00,1405/02/15 18:37:41,83,82,1,0,Completed
PLOG-00224,ORD-1405-0224,LINE-B,PRG_ORD-1405-0224,EMP-007,1405/02/17 12:22:00,1405/02/21 10:33:40,321,318,3,10,Completed
PLOG-00225,ORD-1405-0225,LINE-B,PRG_ORD-1405-0225,EMP-009,1405/02/15 14:08:00,1405/02/16 08:28:00,114,113,1,0,Completed
PLOG-00226,ORD-1405-0226,LINE-A,PRG_ORD-1405-0226,EMP-004,1405/02/16 07:05:00,1405/02/16 14:33:31,133,132,1,0,Completed
PLOG-00227,ORD-1405-0227,LINE-A,PRG_ORD-1405-0227,EMP-003,1405/02/16 11:55:00,1405/02/16 16:00:21,43,43,0,19,Completed
PLOG-00228,ORD-1405-0228,LINE-A,PRG_ORD-1405-0228,EMP-003,1405/02/19 07:00:00,1405/02/19 12:30:08,100,99,1,0,Completed
PLOG-00229,ORD-1405-0229,LINE-A,PRG_ORD-1405-0229,EMP-005,1405/02/17 10:00:00,1405/02/19 07:08:30,54,54,0,0,Completed
PLOG-00230,ORD-1405-0230,LINE-B,PRG_ORD-1405-0230,EMP-010,1405/02/19 09:26:00,1405/02/19 10:02:56,7,7,0,0,Completed
PLOG-00231,ORD-1405-0231,LINE-B,PRG_ORD-1405-0231,EMP-008,1405/02/17 12:02:00,1405/02/17 14:21:02,14,14,0,0,Completed
PLOG-00232,ORD-1405-0232,LINE-A,PRG_ORD-1405-0232,EMP-003,1405/02/19 14:46:00,1405/02/19 18:46:39,121,119,2,7,Completed
PLOG-00233,ORD-1405-0233,LINE-B,PRG_ORD-1405-0233,EMP-008,1405/02/22 14:44:00,1405/02/23 19:14:07,144,142,2,0,Completed
PLOG-00234,ORD-1405-0234,LINE-A,PRG_ORD-1405-0234,EMP-002,1405/02/22 13:03:00,1405/02/22 15:45:38,96,95,1,10,Completed
PLOG-00235,ORD-1405-0235,LINE-B,PRG_ORD-1405-0235,EMP-009,1405/02/22 07:35:00,1405/02/22 11:33:00,30,29,1,9,Completed
PLOG-00236,ORD-1405-0236,LINE-A,PRG_ORD-1405-0236,EMP-001,1405/02/23 14:18:00,1405/02/23 17:07:45,11,11,0,0,Completed
PLOG-00237,ORD-1405-0237,LINE-B,PRG_ORD-1405-0237,EMP-010,1405/02/21 14:34:00,1405/02/22 10:45:52,116,115,1,0,Completed
PLOG-00238,ORD-1405-0238,LINE-B,PRG_ORD-1405-0238,EMP-008,1405/02/22 07:15:00,1405/02/22 09:53:34,50,50,0,0,Completed
PLOG-00239,ORD-1405-0239,LINE-A,PRG_ORD-1405-0239,EMP-003,1405/02/21 14:39:00,1405/02/23 09:20:07,154,150,4,0,Completed
PLOG-00240,ORD-1405-0240,LINE-A,PRG_ORD-1405-0240,EMP-003,1405/02/23 07:20:00,1405/02/24 08:08:39,90,89,1,119,Completed
PLOG-00241,ORD-1405-0241,LINE-B,PRG_ORD-1405-0241,EMP-010,1405/02/22 13:19:00,1405/02/22 18:40:20,31,31,0,0,Completed
PLOG-00242,ORD-1405-0242,LINE-B,PRG_ORD-1405-0242,EMP-006,1405/02/26 11:18:00,1405/02/29 14:33:27,402,400,2,0,Completed
PLOG-00243,ORD-1405-0243,LINE-A,PRG_ORD-1405-0243,EMP-005,1405/02/26 07:00:00,1405/02/26 15:30:40,58,57,1,0,Completed
PLOG-00244,ORD-1405-0244,LINE-B,PRG_ORD-1405-0244,EMP-010,1405/02/26 13:51:00,1405/02/26 15:06:58,43,42,1,0,Completed
PLOG-00245,ORD-1405-0245,LINE-B,PRG_ORD-1405-0245,EMP-009,1405/02/27 11:25:00,1405/02/27 19:16:16,61,60,1,0,Completed
PLOG-00246,ORD-1405-0246,LINE-A,PRG_ORD-1405-0246,EMP-002,1405/02/24 13:47:00,1405/02/26 09:00:39,38,38,0,11,Completed
PLOG-00247,ORD-1405-0247,LINE-A,PRG_ORD-1405-0247,EMP-005,1405/02/26 13:59:00,1405/02/26 19:07:19,58,57,1,5,Completed
PLOG-00248,ORD-1405-0248,LINE-B,PRG_ORD-1405-0248,EMP-006,1405/02/27 10:47:00,1405/02/27 11:31:29,5,5,0,12,Completed
PLOG-00249,ORD-1405-0249,LINE-B,PRG_ORD-1405-0249,EMP-009,1405/02/30 11:39:00,1405/02/30 13:06:00,25,25,0,10,Completed
PLOG-00250,ORD-1405-0250,LINE-A,PRG_ORD-1405-0250,EMP-002,1405/02/29 07:05:00,1405/02/29 14:09:24,53,53,0,0,Completed
PLOG-00251,ORD-1405-0251,LINE-B,PRG_ORD-1405-0251,EMP-006,1405/02/29 13:28:00,1405/02/30 16:52:54,205,201,4,94,Completed
PLOG-00252,ORD-1405-0252,LINE-B,PRG_ORD-1405-0252,EMP-010,1405/02/31 14:57:00,1405/03/02 07:38:25,6,6,0,2,Completed
PLOG-00253,ORD-1405-0253,LINE-B,PRG_ORD-1405-0253,EMP-006,1405/02/31 07:39:00,1405/02/31 10:06:35,19,19,0,0,Completed
PLOG-00254,ORD-1405-0254,LINE-A,PRG_ORD-1405-0254,EMP-004,1405/02/30 09:54:00,1405/02/30 12:50:26,78,76,2,0,Completed
PLOG-00255,ORD-1405-0255,LINE-A,PRG_ORD-1405-0255,EMP-002,1405/03/02 07:00:00,1405/03/03 17:56:15,187,185,2,17,Completed
PLOG-00256,ORD-1405-0256,LINE-B,PRG_ORD-1405-0256,EMP-007,1405/02/31 12:22:00,1405/02/31 14:06:57,12,12,0,0,Completed
PLOG-00257,ORD-1405-0257,LINE-A,PRG_ORD-1405-0257,EMP-003,1405/03/02 08:09:00,1405/03/02 15:06:41,258,257,1,0,Completed
PLOG-00258,ORD-1405-0258,LINE-A,PRG_ORD-1405-0258,EMP-002,1405/03/02 07:00:00,1405/03/02 09:49:26,51,50,1,10,Completed
PLOG-00259,ORD-1405-0259,LINE-A,PRG_ORD-1405-0259,EMP-001,1405/03/02 07:00:00,1405/03/02 08:20:42,26,25,1,5,Completed
PLOG-00260,ORD-1405-0260,LINE-B,PRG_ORD-1405-0260,EMP-010,1405/03/02 07:00:00,1405/03/02 11:50:38,22,22,0,0,Completed
PLOG-00261,ORD-1405-0261,LINE-A,PRG_ORD-1405-0261,EMP-002,1405/02/31 07:01:00,1405/03/02 09:39:54,115,113,2,0,Completed
PLOG-00262,ORD-1405-0262,LINE-A,PRG_ORD-1405-0262,EMP-001,1405/03/02 09:05:00,1405/03/02 15:14:06,32,31,1,0,Completed
PLOG-00263,ORD-1405-0263,LINE-B,PRG_ORD-1405-0263,EMP-009,1405/03/03 09:02:00,1405/03/03 10:42:24,20,20,0,0,Completed
PLOG-00264,ORD-1405-0264,LINE-B,PRG_ORD-1405-0264,EMP-010,1405/03/05 10:51:00,1405/03/05 21:46:50,138,138,0,0,Completed
PLOG-00265,ORD-1405-0265,LINE-B,PRG_ORD-1405-0265,EMP-010,1405/03/05 10:57:00,1405/03/05 11:25:58,11,11,0,0,Completed
PLOG-00266,ORD-1405-0266,LINE-A,PRG_ORD-1405-0266,EMP-002,1405/03/06 12:43:00,1405/03/10 19:53:39,181,174,7,101,Completed
PLOG-00267,ORD-1405-0267,LINE-B,PRG_ORD-1405-0267,EMP-008,1405/03/09 08:25:00,1405/03/09 08:53:27,33,33,0,17,Completed
PLOG-00268,ORD-1405-0268,LINE-A,PRG_ORD-1405-0268,EMP-004,1405/03/09 11:43:00,1405/03/09 15:27:54,41,41,0,4,Completed
PLOG-00269,ORD-1405-0269,LINE-A,PRG_ORD-1405-0269,EMP-004,1405/03/06 12:44:00,1405/03/06 14:32:31,11,11,0,17,Completed
PLOG-00270,ORD-1405-0270,LINE-B,PRG_ORD-1405-0270,EMP-010,1405/03/12 10:06:00,1405/03/13 22:27:22,321,312,9,0,Completed
PLOG-00271,ORD-1405-0271,LINE-B,PRG_ORD-1405-0271,EMP-009,1405/03/12 07:45:00,1405/03/12 16:53:09,39,39,0,0,Completed
PLOG-00272,ORD-1405-0272,LINE-A,PRG_ORD-1405-0272,EMP-005,1405/03/11 10:22:00,1405/03/11 13:48:30,41,41,0,0,Completed
PLOG-00273,ORD-1405-0273,LINE-A,PRG_ORD-1405-0273,EMP-005,1405/03/11 12:05:00,1405/03/12 16:57:24,157,156,1,0,Completed
PLOG-00274,ORD-1405-0274,LINE-B,PRG_ORD-1405-0274,EMP-008,1405/03/10 08:30:00,1405/03/10 09:42:43,42,41,1,11,Completed
PLOG-00275,ORD-1405-0275,LINE-B,PRG_ORD-1405-0275,EMP-010,1405/03/12 11:52:00,1405/03/12 17:10:54,30,29,1,191,Completed
PLOG-00276,ORD-1405-0276,LINE-B,PRG_ORD-1405-0276,EMP-009,1405/03/10 14:14:00,1405/03/10 16:17:57,27,27,0,0,Completed
PLOG-00277,ORD-1405-0277,LINE-A,PRG_ORD-1405-0277,EMP-001,1405/03/12 09:24:00,1405/03/12 12:40:34,63,63,0,0,Completed
PLOG-00278,ORD-1405-0278,LINE-A,PRG_ORD-1405-0278,EMP-005,1405/03/13 12:06:00,1405/03/13 12:59:45,29,29,0,0,Completed
PLOG-00279,ORD-1405-0279,LINE-B,PRG_ORD-1405-0279,EMP-010,1405/03/14 09:38:00,1405/03/14 11:24:31,17,17,0,0,Completed
PLOG-00280,ORD-1405-0280,LINE-B,PRG_ORD-1405-0280,EMP-008,1405/03/13 13:44:00,1405/03/13 19:55:08,34,34,0,0,Completed
PLOG-00281,ORD-1405-0281,LINE-B,PRG_ORD-1405-0281,EMP-006,1405/03/11 09:17:00,1405/03/11 14:52:49,85,84,1,4,Completed
PLOG-00282,ORD-1405-0282,LINE-A,PRG_ORD-1405-0282,EMP-002,1405/03/14 07:11:00,1405/03/14 11:11:14,34,33,1,0,Completed
PLOG-00283,ORD-1405-0283,LINE-B,PRG_ORD-1405-0283,EMP-008,1405/03/17 07:06:00,1405/03/18 07:50:50,112,110,2,13,Completed
PLOG-00284,ORD-1405-0284,LINE-A,PRG_ORD-1405-0284,EMP-001,1405/03/16 07:00:00,1405/03/16 19:14:17,79,78,1,7,Completed
PLOG-00285,ORD-1405-0285,LINE-A,PRG_ORD-1405-0285,EMP-002,1405/03/19 14:18:00,1405/03/19 20:02:58,46,46,0,0,Completed
PLOG-00286,ORD-1405-0286,LINE-A,PRG_ORD-1405-0286,EMP-001,1405/03/18 07:58:00,1405/03/18 12:30:00,50,50,0,0,Completed
PLOG-00287,ORD-1405-0287,LINE-A,PRG_ORD-1405-0287,EMP-005,1405/03/16 08:27:00,1405/03/16 12:38:49,48,48,0,0,Completed
PLOG-00288,ORD-1405-0288,LINE-A,PRG_ORD-1405-0288,EMP-001,1405/03/17 12:35:00,1405/03/17 20:06:03,48,48,0,0,Completed
PLOG-00289,ORD-1405-0289,LINE-A,PRG_ORD-1405-0289,EMP-003,1405/03/17 12:32:00,1405/03/18 11:12:44,67,66,1,50,Completed
PLOG-00290,ORD-1405-0290,LINE-A,PRG_ORD-1405-0290,EMP-004,1405/03/18 12:31:00,1405/03/18 13:48:10,22,21,1,0,Completed
PLOG-00291,ORD-1405-0291,LINE-A,PRG_ORD-1405-0291,EMP-003,1405/03/20 14:02:00,1405/03/20 15:00:24,6,6,0,0,Completed
PLOG-00292,ORD-1405-0292,LINE-B,PRG_ORD-1405-0292,EMP-007,1405/03/20 10:10:00,1405/03/20 13:27:52,27,26,1,12,Completed
PLOG-00293,ORD-1405-0293,LINE-A,PRG_ORD-1405-0293,EMP-005,1405/03/19 07:14:00,1405/03/19 16:14:30,66,65,1,0,Completed
PLOG-00294,ORD-1405-0294,LINE-A,PRG_ORD-1405-0294,EMP-001,1405/03/21 08:24:00,1405/03/21 09:49:44,10,10,0,0,Completed
PLOG-00295,ORD-1405-0295,LINE-B,PRG_ORD-1405-0295,EMP-007,1405/03/21 09:56:00,1405/03/21 11:58:13,38,38,0,14,Completed
PLOG-00296,ORD-1405-0296,LINE-B,PRG_ORD-1405-0296,EMP-010,1405/03/21 08:08:00,1405/03/24 17:29:36,154,153,1,0,Completed
PLOG-00297,ORD-1405-0297,LINE-A,PRG_ORD-1405-0297,EMP-004,1405/03/23 07:00:00,1405/03/23 13:36:52,124,121,3,19,Completed
PLOG-00298,ORD-1405-0298,LINE-A,PRG_ORD-1405-0298,EMP-001,1405/03/23 07:00:00,1405/03/23 11:40:25,60,59,1,192,Completed
PLOG-00299,ORD-1405-0299,LINE-A,PRG_ORD-1405-0299,EMP-002,1405/03/24 14:30:00,1405/03/26 09:35:55,149,146,3,0,Completed
PLOG-00300,ORD-1405-0300,LINE-B,PRG_ORD-1405-0300,EMP-008,1405/03/25 07:41:00,1405/03/26 21:07:48,179,174,5,3,Completed
PLOG-00301,ORD-1405-0301,LINE-B,PRG_ORD-1405-0301,EMP-009,1405/03/27 11:38:00,1405/03/28 13:35:48,140,139,1,18,Completed
PLOG-00302,ORD-1405-0302,LINE-A,PRG_ORD-1405-0302,EMP-001,1405/03/27 11:30:00,1405/03/27 15:09:58,60,58,2,120,Completed
PLOG-00303,ORD-1405-0303,LINE-B,PRG_ORD-1405-0303,EMP-007,1405/03/27 14:25:00,1405/03/30 16:57:27,117,112,5,0,Completed
PLOG-00304,ORD-1405-0304,LINE-A,PRG_ORD-1405-0304,EMP-003,1405/03/26 11:52:00,1405/03/27 16:28:24,141,138,3,14,Completed
PLOG-00305,ORD-1405-0305,LINE-B,PRG_ORD-1405-0305,EMP-007,1405/03/27 13:55:00,1405/03/28 10:12:03,117,117,0,0,Completed
PLOG-00306,ORD-1405-0306,LINE-B,PRG_ORD-1405-0306,EMP-006,1405/03/30 07:01:00,1405/03/30 11:23:49,71,69,2,17,Completed
PLOG-00307,ORD-1405-0307,LINE-A,PRG_ORD-1405-0307,EMP-002,1405/03/30 10:08:00,1405/03/30 13:17:27,60,60,0,10,Completed
PLOG-00308,ORD-1405-0308,LINE-A,PRG_ORD-1405-0308,EMP-004,1405/03/30 07:00:00,1405/03/30 10:36:08,32,30,2,0,Completed
PLOG-00309,ORD-1405-0309,LINE-B,PRG_ORD-1405-0309,EMP-009,1405/03/28 10:18:00,1405/03/28 11:06:25,7,7,0,23,Completed
PLOG-00310,ORD-1405-0310,LINE-A,PRG_ORD-1405-0310,EMP-005,1405/04/01 12:06:00,1405/04/01 14:19:30,19,19,0,0,Completed
PLOG-00311,ORD-1405-0311,LINE-B,PRG_ORD-1405-0311,EMP-010,1405/04/03 08:18:00,1405/04/03 13:58:43,42,42,0,0,Completed
PLOG-00312,ORD-1405-0312,LINE-A,PRG_ORD-1405-0312,EMP-003,1405/04/02 11:51:00,1405/04/02 16:15:03,58,57,1,4,Completed
PLOG-00313,ORD-1405-0313,LINE-B,PRG_ORD-1405-0313,EMP-006,1405/04/03 14:20:00,1405/04/03 18:17:29,67,67,0,19,Completed
PLOG-00314,ORD-1405-0314,LINE-A,PRG_ORD-1405-0314,EMP-002,1405/04/01 11:54:00,1405/04/01 14:42:53,29,29,0,0,Completed
PLOG-00315,ORD-1405-0315,LINE-B,PRG_ORD-1405-0315,EMP-008,1405/04/04 13:38:00,1405/04/06 08:25:36,56,54,2,0,Completed
PLOG-00316,ORD-1405-0316,LINE-B,PRG_ORD-1405-0316,EMP-008,1405/04/03 08:59:00,1405/04/03 10:40:32,22,22,0,0,Completed
PLOG-00317,ORD-1405-0317,LINE-A,PRG_ORD-1405-0317,EMP-002,1405/04/06 09:22:00,1405/04/06 10:38:10,39,39,0,0,Completed
PLOG-00318,ORD-1405-0318,LINE-B,PRG_ORD-1405-0318,EMP-006,1405/04/04 12:10:00,1405/04/10 16:36:46,408,403,5,26,Completed
PLOG-00319,ORD-1405-0319,LINE-A,PRG_ORD-1405-0319,EMP-001,1405/04/06 07:00:00,1405/04/07 13:06:53,99,98,1,22,Completed
PLOG-00320,ORD-1405-0320,LINE-B,PRG_ORD-1405-0320,EMP-008,1405/04/06 07:00:00,1405/04/06 13:30:19,56,56,0,0,Completed
PLOG-00321,ORD-1405-0321,LINE-A,PRG_ORD-1405-0321,EMP-002,1405/04/06 13:16:00,1405/04/06 13:51:12,10,10,0,0,Completed
PLOG-00322,ORD-1405-0322,LINE-B,PRG_ORD-1405-0322,EMP-006,1405/04/06 07:00:00,1405/04/06 11:13:50,21,21,0,75,Completed
PLOG-00323,ORD-1405-0323,LINE-A,PRG_ORD-1405-0323,EMP-004,1405/04/09 10:10:00,1405/04/10 09:13:34,108,108,0,0,Completed
PLOG-00324,ORD-1405-0324,LINE-B,PRG_ORD-1405-0324,EMP-009,1405/04/08 12:19:00,1405/04/09 21:35:42,100,99,1,11,Completed
PLOG-00325,ORD-1405-0325,LINE-A,PRG_ORD-1405-0325,EMP-003,1405/04/07 12:23:00,1405/04/07 13:25:50,15,15,0,0,Completed
PLOG-00326,ORD-1405-0326,LINE-A,PRG_ORD-1405-0326,EMP-003,1405/04/08 14:29:00,1405/04/08 16:04:07,11,11,0,0,Completed
PLOG-00327,ORD-1405-0327,LINE-A,PRG_ORD-1405-0327,EMP-004,1405/04/06 11:19:00,1405/04/06 13:43:26,37,35,2,3,Completed
PLOG-00328,ORD-1405-0328,LINE-B,PRG_ORD-1405-0328,EMP-006,1405/04/09 12:35:00,1405/04/09 14:52:57,18,18,0,0,Completed
PLOG-00329,ORD-1405-0329,LINE-B,PRG_ORD-1405-0329,EMP-008,1405/04/10 14:00:00,1405/04/10 19:37:29,68,67,1,0,Completed
PLOG-00330,ORD-1405-0330,LINE-A,PRG_ORD-1405-0330,EMP-005,1405/04/09 10:20:00,1405/04/09 20:06:20,57,57,0,0,Completed
PLOG-00331,ORD-1405-0331,LINE-B,PRG_ORD-1405-0331,EMP-007,1405/04/10 08:02:00,1405/04/10 13:33:15,22,21,1,31,Completed
PLOG-00332,ORD-1405-0332,LINE-B,PRG_ORD-1405-0332,EMP-006,1405/04/11 08:08:00,1405/04/13 08:45:48,120,119,1,0,Completed
PLOG-00333,ORD-1405-0333,LINE-B,PRG_ORD-1405-0333,EMP-008,1405/04/13 07:00:00,1405/04/14 22:28:47,122,119,3,149,Completed
PLOG-00334,ORD-1405-0334,LINE-B,PRG_ORD-1405-0334,EMP-009,1405/04/11 12:08:00,1405/04/11 13:37:00,14,14,0,0,Completed
PLOG-00335,ORD-1405-0335,LINE-A,PRG_ORD-1405-0335,EMP-002,1405/04/13 07:00:00,1405/04/13 08:17:47,19,19,0,0,Completed
PLOG-00336,ORD-1405-0336,LINE-B,PRG_ORD-1405-0336,EMP-007,1405/04/14 08:57:00,1405/04/14 10:54:44,16,16,0,12,Completed
PLOG-00337,ORD-1405-0337,LINE-A,PRG_ORD-1405-0337,EMP-001,1405/04/13 07:00:00,1405/04/13 10:38:54,31,31,0,0,Completed
